Samples	axisX	axisY	axisZ	DB	Tissue
a9d7de60-9ca7-492c-8e11-bca4f86f633f	-0.049443565	12.422693	5.3211937	TCGA	Kidney
a9dbf9fe-fef3-4cd7-9bb2-dcc26628566f	9.66059	0.46562618	5.0060034	TCGA	Liver
a9de158f-7ccf-40ec-90c1-3605669a4d09	5.665995	5.9532933	6.6791515	TCGA	Uterus
a9e3a464-50ea-49a0-9482-1513ed167bf4	4.293778	4.959272	6.0967236	TCGA	Lung
a9e531e8-46a2-45cc-8849-47021bc60dd4	0.42580792	11.862804	4.2099595	TCGA	Kidney
a9eb3e62-7447-48b0-9917-3feb7227fc92	6.3944597	7.5414734	7.0063777	TCGA	Thyroid
a9ebd2a0-200c-4be1-8fc2-26d5408ee04a	9.619113	0.5187484	4.985932	TCGA	Liver
a9ee5a38-33af-4b10-be18-7aa273a3569d	2.1108727	5.842513	7.846421	TCGA	Uterus
a9f49b86-3801-420d-915c-0e09a15c6e59	0.9588987	3.597434	6.4683614	TCGA	Breast
a9fa3486-d8cf-4370-a2b5-8e410efc6524	-4.9805846	8.656839	2.8346252	TCGA	Breast
a9fe6faf-77d1-4449-aef4-68f1bb7ac9d0	2.462569	4.1282616	8.241253	TCGA	Lymph Nodes
aa01cdee-0c68-434b-a19f-314fc2f7b962	2.8056674	3.0310845	4.654563	TCGA	Brain
aa052b3a-2d4d-4b9c-a9c3-9ccf06bac9e8	5.9025016	7.008201	7.8308578	TCGA	Kidney
aa0a1040-cb0f-4b7c-87cf-cae00a792cab	0.0881758	0.24162939	2.3206131	TCGA	Blood
aa0ffde9-b257-455a-97be-9b4cbcc9977c	6.3216124	8.21717	7.8738456	TCGA	Blood
aa12b89c-6964-4602-9455-07c2be1f2762	4.819532	5.1504707	6.669815	TCGA	Large Intestine
aa1412b1-79ce-4f51-adab-58c66451ee6f	6.33035	7.4616313	6.9338365	TCGA	Kidney
aa14ec38-4028-4b84-bc7b-e52b97aa933f	4.171041	2.6404436	6.170402	TCGA	Blood
aa169275-62a4-45c2-8463-caa859ddfb09	2.1135876	1.9156262	3.3961332	TCGA	Uterus
aa1787bb-5f73-43c2-b398-ddb74b691816	2.9395535	4.721914	6.806977	TCGA	Esophagus
aa19117d-565a-4222-b1d7-16facc2ce007	8.173919	1.3302808	8.4111395	TCGA	Thyroid
aa1b9e08-e6d8-476d-909f-d500f3c99809	3.004858	1.8456793	5.576692	TCGA	Blood
aa1f5c85-318a-469a-8a47-5540a8d07d7f	6.4646535	10.124693	7.5264587	TCGA	Blood
aa2117bb-fcdf-49db-8f5f-e3b5bd150664	2.012472	3.0678024	6.0555034	TCGA	Adrenal Gland
aa2541f7-9582-4bcf-be3a-9fd472c8f04e	5.871675	11.540495	7.68613	TCGA	Testis
aa2ab118-b3cc-4452-a29c-104f80f16f8d	1.6659735	4.0955114	6.427218	TCGA	Breast
aa2b77af-1803-4f20-8a29-5fa8c40c319a	2.265743	4.8066673	6.4864373	TCGA	Kidney
aa312284-657d-4a55-a7d9-a05d08faab2a	2.129542	4.1658487	5.96158	TCGA	Thymus
aa3322f5-be98-4783-8b8d-7260f781554c	-0.40295246	-0.3181518	1.864041	TCGA	Blood
aa3501a9-217b-4d3a-8dab-0fb359728726	2.0463688	5.780695	7.808997	TCGA	Lung
aa358742-2f49-4772-b008-d49a2f5b84a4	2.1669464	0.9105213	3.752972	TCGA	Blood
aa35c5aa-8435-4269-9891-fac36b6e4928	2.1080492	3.8466682	7.461846	TCGA	Large Intestine
aa366c5f-98b2-4a47-928a-13ab6fd3f752	-0.12395547	12.3623295	5.7271633	TCGA	Kidney
aa3cae78-c132-4990-a02d-fd31d206895e	-0.016284995	-0.47890946	0.27725503	TCGA	Blood
aa3eff94-57ad-4aee-949d-cf8ab12a2644	4.0475683	4.605584	6.568493	TCGA	Ovary
aa4299bc-6875-4151-9b99-f382b2f2772a	2.7392068	3.7269764	6.338051	TCGA	Breast
aa43daad-64f6-4543-b458-a60d4ba7dcf5	2.0692139	3.8129396	7.4337473	TCGA	Large Intestine
aa444e19-18fb-40d7-b285-fedf296cfb44	2.8100712	4.7151017	4.1302958	TCGA	Prostate
aa463feb-707d-4f3f-b8ed-ca51d0054302	1.5421486	3.7448807	7.639448	TCGA	Bladder
aa4bc249-100e-4cf6-8356-1dc96b7dbea9	0.91220814	3.7904077	6.598179	TCGA	Breast
aa518008-3f26-471e-9299-91709a7806ba	6.3897543	6.45728	7.0937443	TCGA	Large Intestine
aa51d383-ce36-4247-bfcd-d104a121f7d3	10.269733	5.157898	1.5486736	TCGA	Adrenal Gland
aa5243e6-ef02-4940-8dbb-be91b7914863	0.73869354	4.15467	6.9606223	TCGA	Skin
aa53f43c-daec-44dd-a8cb-59faf7d6da28	-0.05519997	-0.33915707	0.35259044	TCGA	Blood
aa56422c-57d7-49af-9f8a-bd004ddc08fd	-0.12716538	12.419136	5.3901467	TCGA	Kidney
aa5c0db9-a269-45f5-8f5b-22d070bfdd5b	6.8299856	8.091692	7.2535324	TCGA	Blood
aa60f7c7-fa2f-483e-8c4b-26f9bc4b72c3	2.688509	4.336829	7.0906177	TCGA	Bladder
aa6286a7-a5c2-447c-9919-553649a9c50c	6.872968	7.657034	7.2374544	TCGA	Large Intestine
aa683415-2871-474b-9af2-0963845aae80	0.65786344	12.812159	7.7963853	TCGA	Lung
aa7712ce-63fe-4a3c-ad0f-88467d0c55df	2.0571902	4.4834633	3.2259538	TCGA	Prostate
aa7cbf55-9ea8-45ba-b733-75cc93717372	4.9473224	5.1831403	6.2656503	TCGA	Breast
aa7d153d-dcdb-4ea2-818e-b6d5a67cfdaa	0.6101582	0.44326082	2.7955828	TCGA	Blood
aa7eef65-649e-4282-b4c7-74a7ab8a8d4d	-0.95817137	0.5990441	1.8304791	TCGA	Blood
aa850fdb-71e3-43e3-8df5-1789fccdb53a	-0.28809953	-0.34745088	1.7176609	TCGA	Blood
aa861fcd-4c3f-4b7f-92fe-f9af09d58de0	2.8957837	3.2853851	6.5601077	TCGA	Pancreas
aa865cf8-d200-4a6f-a9d3-a4d212690207	5.7825046	6.125698	6.3096085	TCGA	Uterus
aa88f27a-09ea-4a71-baf9-c1da3501b6fb	-1.512388	2.0704749	-0.4656275	TCGA	Blood
aa89d193-05a1-4f7f-9291-b9cf646656de	1.4802502	3.919803	6.4949417	TCGA	Breast
aa902915-d254-485e-8956-0d20f9987cbb	5.2836285	5.974025	7.7340207	TCGA	Blood
aa90ddda-686c-45b7-b884-399339771d2f	6.6202073	6.7717023	7.156617	TCGA	Adrenal Gland
aa9179e0-a44c-440a-a150-a9d5727579ea	4.0842166	4.7382565	6.320772	TCGA	Breast
aa918528-a7df-46be-8aee-ac1a02a29e88	2.6353128	4.434877	6.1358867	TCGA	Kidney
aa91fd18-9d7c-4ce1-8911-6ab5d54e8fc4	2.861657	3.161212	6.5286164	TCGA	Pancreas
aa987424-2d82-42ae-a319-10b36194675c	10.104235	0.4917278	4.776038	TCGA	Liver
aa99464c-beb5-48d2-833b-5809a8af4e09	4.964445	0.26698607	-1.3583233	TCGA	Blood
aa9e34d4-46cd-4b86-887f-0d806c1459a0	-0.44603968	11.995988	5.921957	TCGA	Kidney
aa9fd930-9f53-43f6-b2bb-a57e9c0d3655	0.23810653	12.060913	6.3424153	TCGA	Lung
aaa0f581-2ede-43bb-803f-f5df845355a5	3.9773507	1.141252	6.1857777	TCGA	Blood
aaa72a07-5214-4145-9fb5-99c22b7c248a	1.7684296	4.3756022	7.1608324	TCGA	Lung
aaaaa808-0cfd-4e29-9d71-5d6ba2c35b69	1.8395133	3.3693192	7.260465	TCGA	Uterus
aaadbaed-bcf5-4d30-a2de-09552d3d83f0	0.30076844	12.257938	6.5283313	TCGA	Lung
aab3583f-37ca-4f2f-8428-aa8eda2c2274	-0.41920063	5.578197	8.279721	TCGA	Lung
aab3cf4b-9b52-4115-8564-a7f6b921477b	-1.0122513	0.7370396	1.8734617	TCGA	Blood
aab625fd-f520-45be-98c9-6085c3f5c53c	3.2085738	1.8151332	5.7387915	TCGA	Blood
aabb1f03-8a4e-4d38-b09e-d9b56b5b921c	2.0226574	4.3208537	6.790296	TCGA	Lung
aabb4a65-aff2-4f78-a969-bacbe5b80856	1.8808224	3.9105275	6.2981553	TCGA	Breast
aac08efd-3649-4b78-bb52-420b3e99b8e6	4.033484	4.8641324	6.911136	TCGA	Large Intestine
aac11364-a290-4c91-9b6b-e198a3ed4b09	-0.67112297	0.058887575	1.1003501	TCGA	Blood
aad021a4-6e44-4a4c-8bed-b92b8517f837	3.3088925	1.8013757	5.316156	TCGA	Blood
aad23511-bed7-4dd8-a4ff-59e58fecbe53	0.2767416	0.36247343	2.5491538	TCGA	Blood
aad54e97-76fc-4c5e-9217-e74fa8b216ec	-1.6911023	8.367452	4.9650407	TCGA	Blood
aad8f5c2-5155-4928-99e0-a09f5460c55a	8.0638275	2.166167	8.350776	TCGA	Thyroid
aada521d-26d3-4372-9ed5-0d316c892428	2.224592	3.2376919	6.0213966	TCGA	Brain
aae0c863-2868-47a7-b52b-b2cb37404ba6	9.656185	13.407513	3.0948057	TCGA	Stomach
aae35a3e-8038-4457-85db-0789a776bab2	-1.0820723	1.0421045	1.660028	TCGA	Blood
aae3e64b-a1bc-4829-91da-0c79c7d7fbd6	5.791935	6.2637053	6.995269	TCGA	Stomach
aae8b819-2be3-4985-ae56-5d88b21e6fd4	1.6250359	4.905505	7.2771573	TCGA	Lung
aaee3820-ddb8-455b-b08c-8debfc59e432	-1.7880055	-0.43592054	2.9928968	TCGA	Blood
aaf193cd-859d-4d8f-bffa-642372e1fe91	-5.085881	8.527776	2.706234	TCGA	Breast
aaf4d262-675c-403d-8dcf-17d141736b76	4.9431124	6.7940598	6.7241154	TCGA	Stomach
aaf6bd2e-9f2e-4dfd-a35e-fbd574768fe8	2.6866305	1.7198473	5.3906493	TCGA	Blood
ab01f5c6-75e5-4af4-aac1-d44e34221cd5	0.10684179	11.663095	6.58419	TCGA	Pancreas
ab06e3b7-52ef-45e4-8fc6-dbb4f63b110e	0.9913957	3.8590887	6.9819274	TCGA	Breast
ab084c1b-81de-40b1-a078-92648635f985	8.035226	1.4234805	8.266577	TCGA	Thyroid
ab12c84b-64f4-4524-82ce-76f5016d7b0e	2.0080678	4.395919	7.5439143	TCGA	Uterus
ab172cd7-21b8-4e43-a0a8-8fb4fc4c315b	-1.5296762	2.3160503	-1.3200916	TCGA	Blood
ab176f75-6709-457e-af63-d2883ecb9be7	3.4239917	4.524197	6.820087	TCGA	Large Intestine
ab1ff37a-2e52-408b-809c-64237ef0cba9	4.495733	5.2697215	6.92575	TCGA	Large Intestine
ab2205b2-a9aa-451c-8f52-ba9e00722d62	5.885347	5.360124	6.3334646	TCGA	Brain
ab24be1b-969c-48f2-bc98-8b89bc719b4c	1.5637051	4.08277	6.8526163	TCGA	Lung
ab25c444-f3f9-4b46-882f-2ba355f11678	1.0731494	3.6838489	7.3988576	TCGA	Ovary
ab2723bc-547c-48ec-9732-825f2853b22c	0.90895605	3.8231318	7.056856	TCGA	Testis
ab283c8a-593f-47a9-a9ab-be3f941eefa3	2.7509694	2.984786	4.6153493	TCGA	Brain
ab2a89cd-3706-4aa5-9d93-e32fc904c51d	0.78364146	4.2882333	7.2866893	TCGA	Lung
ab2f912b-1628-4205-8355-f5bfe9832a67	-0.34315777	-0.44965073	0.94629097	TCGA	Blood
ab30d269-4c07-40c8-81d0-3212a8e94b22	1.1683807	4.209739	7.62469	TCGA	Bladder
ab3475d0-e057-4512-8c01-a5383359a1ad	1.6365151	3.8343377	6.171543	TCGA	Breast
ab355a1f-46ca-43c6-a125-9a9bd55fea4f	0.8379509	4.7026606	7.7363734	TCGA	Lung
ab383695-d754-45fd-8309-dd861ce0a817	1.7299405	3.8886676	7.3838935	TCGA	Stomach
ab38f035-7835-46c9-a84a-63e786a8105a	2.5160995	4.595223	3.8087332	TCGA	Prostate
ab3c7d7c-7ad0-4f26-9991-ddd288598936	1.5450004	4.749532	8.208142	TCGA	Lung
ab3c9616-550b-4a2f-a33d-64b1c29b4807	-1.620995	2.258256	-1.4309796	TCGA	Blood
ab40f4b4-3eab-484e-bef3-7fa916a9cb9f	5.021956	4.895163	5.912133	TCGA	Brain
ab41eb45-5484-4d07-86f0-e77530b60278	3.6135545	4.435575	6.125288	TCGA	Stomach
ab463e3f-43bb-4b64-b332-45852f59cd0b	2.092517	4.565484	3.4106784	TCGA	Prostate
ab4c3e77-9668-4029-a3fa-d5759a18f91f	4.4850655	4.363097	5.829082	TCGA	Skin
ab4d11e6-b0a4-41d6-88dd-14f1e965cf9f	-1.5979357	8.659133	5.208142	TCGA	Blood
ab4e14a2-8830-4d2d-b81d-67af9ee25451	0.23356673	12.081813	6.3386617	TCGA	Lung
ab504dbf-e1f0-46d2-83f9-0f4066055c71	4.472638	5.0246434	6.2749557	TCGA	Bladder
ab50fe45-fbc6-4888-827c-120fad2ce051	6.7309823	3.51142	7.609876	TCGA	Thyroid
ab53ebb6-2f7e-42ed-a46a-b2a541472fe7	2.2080235	4.794883	6.5250635	TCGA	Kidney
ab55b80d-abac-431c-bd6e-e5e1ed46210f	2.9079757	4.9073668	6.3919063	TCGA	Kidney
ab5a2794-004e-4be9-a72e-d4852413d843	4.810674	5.4851966	6.683635	TCGA	Kidney
ab5ba795-fa68-47fb-8e0b-e94057438812	6.1237397	6.2879357	6.4280386	TCGA	Adrenal Gland
ab5e42c2-08b5-4781-b48c-2db53591cc28	-0.62944245	-0.02403817	1.0949206	TCGA	Blood
ab646f7c-46a6-45a9-91ae-43f5d230b542	1.1543558	4.419613	7.3451056	TCGA	Lung
ab6d59e0-21c2-4273-b094-3596d1b8b825	3.039742	4.2879353	6.9932823	TCGA	Large Intestine
ab71289f-5617-40e0-bec7-0b543c019878	0.3530449	-0.60547674	-0.26286265	TCGA	Blood
ab717016-9ae6-4b7d-a19d-e0ecc85b883e	-0.44949645	-0.25521946	1.8732284	TCGA	Blood
ab718baf-6521-4738-a8cc-44b7fabf4be1	1.0362947	4.1049085	7.622165	TCGA	Kidney
ab730ce1-e908-41e7-967d-c261ce4ebdd3	6.3209047	8.814134	7.899295	TCGA	Blood
ab75ed20-0d8f-4a8c-a9bf-56a68b54d3dd	3.0446196	1.3327149	5.479037	TCGA	Blood
ab780309-bf71-433c-a9e5-d8823aadf3be	5.98834	11.343978	7.575354	TCGA	Kidney
ab7fb8c1-08b0-4625-987b-049da3d99718	1.4191412	3.948643	8.55666	TCGA	Lymph Nodes
ab852bfc-823f-4926-bdf3-ab0c921d76df	4.0181227	4.2749166	6.294318	TCGA	Large Intestine
ab92fcdb-1585-46f7-a0b1-84a1adab6ec2	-0.067129746	0.221981	2.2674298	TCGA	Blood
ab989339-de30-48b5-b30d-5d23123aaaee	2.571503	4.463874	7.3591847	TCGA	Skin
ab9cbfac-20f0-4685-a749-c1a88408c0c7	-0.6305397	0.29385197	2.0439436	TCGA	Blood
aba205da-5d75-4fe2-a5b7-929ef4ab0b55	2.883337	1.823536	5.301612	TCGA	Stomach
aba5f1de-0802-47b7-aae2-7e33862a7307	4.5585113	12.486386	8.830082	TCGA	Blood
aba717ec-45c5-4d6a-a318-ad9465f3dded	2.1540134	4.430618	3.383671	TCGA	Prostate
abb04117-9caf-4882-a8fc-80450bdc9446	3.979219	4.9360476	5.597927	TCGA	Prostate
abb0a6b6-9c14-40e5-8ffa-81af4d73fc0a	-0.0848208	-0.8136001	0.44801039	TCGA	Blood
abbda739-669a-4d1f-84f7-ad7b5e4e572e	1.0595114	3.0074246	6.8417883	TCGA	Kidney
abc0848c-ffe2-41d6-972b-c35ed46c6a89	4.03718	4.6538844	6.3679147	TCGA	Ovary
abd02ef5-aeba-4412-8c70-ae1d551c2aa9	9.414573	1.4098784	8.725854	TCGA	Thyroid
abd9adf9-685c-4ba3-93c1-4ab14eaf68f7	9.063202	1.52696	8.604371	TCGA	Thyroid
abdc9e5a-03c7-4e43-b0db-6d7ca57a8628	-4.8037777	8.796045	2.9808	TCGA	Breast
abddbc1f-3227-479d-b68f-406dd9eab12e	6.3581934	6.3451576	6.701876	TCGA	Breast
abdf03d8-5dcc-479a-8156-181e05b2c7ac	2.739558	3.8275583	6.619821	TCGA	Kidney
abe08f86-11c0-4485-8cb1-db31ce8d1aeb	5.6355276	6.901532	6.3321857	TCGA	Prostate
abe2310d-2f70-486d-9629-398b62948523	2.9832916	3.5807877	6.4206934	TCGA	Esophagus
abec8314-9a0d-4807-9d53-b5e105ed3f6b	4.036025	4.3442206	6.414396	TCGA	Skin
abefed1d-9f40-4a97-9435-4d9df47f7ebd	0.6689668	3.9428189	7.1210017	TCGA	Breast
abf367b5-41fc-42f0-8b08-16f58930e78c	2.4989705	2.951246	4.507478	TCGA	Brain
abf883b7-6633-4633-bddf-6f32a6c03136	2.8235414	1.5549233	5.356554	TCGA	Blood
abfd3160-7c2a-4c9a-b4a7-ca5d96bc2ea4	1.9780214	3.7501733	7.433058	TCGA	Large Intestine
ac06b430-d5ba-4f7b-b5ba-efa9cef1b798	3.8970957	4.6818953	6.9619207	TCGA	Large Intestine
ac0898b2-7e7f-46d0-b8e9-5f0dacd86534	5.3027234	5.7188416	6.492261	TCGA	Adrenal Gland
ac0cce4d-b7b5-4d6d-a04d-ce9c785ad124	0.28111935	12.107499	6.264424	TCGA	Lung
ac157de6-56c4-42e1-adfa-46cb153f0e4e	5.9380693	6.035586	6.9778423	TCGA	Large Intestine
ac16d3c2-af49-4a9e-9869-0ce09e4bdcce	-1.6389123	2.2750907	-0.6504145	TCGA	Blood
ac16e2b7-9566-4330-8e13-4b31b92410e4	2.1536832	3.956646	5.9001284	TCGA	Breast
ac17a22e-ac86-41e1-8a4a-6e915240ef4e	1.7478338	4.525659	8.1669655	TCGA	Adrenal Gland
ac18492a-9194-4e1c-a655-c38902352896	-1.5609745	8.622785	5.1986303	TCGA	Blood
ac188de6-48ea-44f8-b32a-67476ea0b351	-1.6789778	2.3563135	-0.59480065	TCGA	Blood
ac18c3b8-27e9-49fa-88c9-d04aafe84955	-1.6577137	8.13889	4.815739	TCGA	Blood
ac1d5739-896c-4261-b6c5-13fd11ec8323	3.4852386	3.3300757	4.9027104	TCGA	Brain
ac1d9151-c64f-4099-a43c-2dc0dad96770	-1.6351547	2.2580996	-0.9349131	TCGA	Blood
ac240d99-eb60-4810-a384-5cb2812b692a	0.028103689	-1.2379884	0.41873807	TCGA	Blood
ac2c2db7-155d-44e7-ab55-f41aaf931a9c	6.591797	6.648926	6.8590603	TCGA	Blood
ac2c8fb2-a069-41ef-9daa-b10faf870149	9.851334	0.6320854	4.879282	TCGA	Liver
ac2ea20a-929d-475e-8143-09baaae0ad67	0.49027076	0.32415742	2.6637974	TCGA	Blood
ac3009be-e665-4e51-a1cc-bfb16dc635aa	4.159654	0.59503216	6.2534375	TCGA	Blood
ac3a89ab-fd8a-4bb8-b84f-d4d5314726ec	3.176099	4.069126	6.470675	TCGA	Ovary
ac3afbaf-f9ba-4165-9b0f-4e8e279a4274	5.7349596	11.532332	7.8090115	TCGA	Lymph Nodes
ac404f6b-5332-4008-b1a8-08aeed6dc0f4	1.3237492	4.548323	7.2542677	TCGA	Uterus
ac431eeb-97c7-4c44-aabe-350bda67d59d	9.919179	0.6547289	5.0312853	TCGA	Liver
ac44ccf1-663a-409a-9b78-a1764106e29f	0.58331424	12.170678	6.023315	TCGA	Lung
ac50243d-ebe1-4e55-abb8-06423dc1fb74	5.4625244	5.788519	6.651986	TCGA	Ovary
ac513347-eea6-4cdc-9452-cbbf49576ec6	4.216929	-0.38342044	4.1704764	TCGA	Blood
ac5272a4-16fa-415a-882e-bfeb8d129fd0	0.8823818	11.7278595	3.2066314	TCGA	Skin
ac535a7f-2f81-4d4a-866b-1977bcfecbec	1.8006284	4.509653	8.105666	TCGA	Blood
ac5448ce-4e8a-414c-8942-7c8f59818ce5	5.7882466	6.6540565	6.3318605	TCGA	Adrenal Gland
ac55bde0-199a-410d-8127-e2ac2a320e2b	1.2859242	4.4797735	7.2074	TCGA	Lung
ac56741a-daa1-409e-836d-631b99fe2d69	2.6722777	4.6796002	3.9886248	TCGA	Prostate
ac5c47a9-e714-49b9-b2cc-74a343b8d5b8	6.0088286	7.3564696	7.967045	TCGA	Blood
ac5ed4cf-9c3c-4b30-b601-021ca0fe3f29	-0.32152554	11.174358	6.062468	TCGA	Kidney
ac655f00-9a3f-4041-b1f3-51c6e820ee2b	-1.6158885	2.2268326	-0.94950175	TCGA	Blood
ac66365d-531f-4e36-8ceb-63da59bef304	2.7504778	4.722258	4.05732	TCGA	Prostate
ac668452-acba-406a-8216-c6684712232b	-0.2117487	-0.6864043	1.6732528	TCGA	Blood
ac6c6ce9-04a7-4369-960d-799c3ce452d4	4.2585154	4.7574034	6.421006	TCGA	Ovary
ac6d39c1-390e-4fc2-88d7-11553782e32f	6.273193	6.592709	6.82299	TCGA	Ovary
ac6da4db-868b-4b98-9c12-4c1930d08a5e	6.583864	7.97777	6.930159	TCGA	Kidney
ac6f90be-6e7f-4711-b2d4-695ebafe4077	7.5364633	-1.8897575	1.4583008	TCGA	Blood
ac70b1a2-ff7d-49db-a962-4c07479d50b6	1.2315893	3.932111	6.016048	TCGA	Breast
ac71179d-766b-43e4-8cd4-04c6b63a70e1	1.0003545	3.523129	7.3265343	TCGA	Skin
ac728bb8-2b0c-4a0a-9c80-23e0fb768393	5.233504	5.6354246	6.8487086	TCGA	Bladder
ac72ed95-381b-47b9-a64f-83feda6cb816	-0.57964486	-0.49499795	1.9438165	TCGA	Blood
ac731d82-8a46-4e68-baba-401977b5ac9f	1.319568	3.7522576	7.46426	TCGA	Large Intestine
ac74072e-22ca-4e94-88d0-3e1e55f82dbc	8.512325	0.5244144	8.930327	TCGA	Thyroid
ac75e490-0291-4133-92aa-ac4d330f58cf	9.626826	0.53183025	5.0995355	TCGA	Liver
ac77d556-8e01-4f63-8414-a951edeb6bd1	-0.011979391	11.916311	6.321433	TCGA	Pancreas
ac7c3a38-5d88-488e-86f7-1c72a26fe5ef	1.141505	3.8493886	6.534838	TCGA	Breast
ac7d309a-ae43-4906-9be1-9c09d3de5427	2.3040233	5.692917	7.655999	TCGA	Bladder
ac7e275d-e504-486d-a878-9655c1693eda	6.429342	10.71137	7.1432834	TCGA	Kidney
ac7e9e0c-1eea-4ac7-9da6-bea4036a17f3	3.7384925	3.6896222	5.2113247	TCGA	Brain
ac830ab1-7149-474c-80c1-8e31d4f74252	4.1082478	0.6760601	6.2644715	TCGA	Blood
ac87ca70-c4f5-4ad5-83de-e51bc3db5e59	5.7423286	5.812549	6.3518395	TCGA	Brain
ac88a5c1-caae-4b08-87bc-0dedbe61d996	1.1961735	3.795179	6.890602	TCGA	Breast
ac89ef97-31a2-4714-baef-50164c396251	-1.746695	8.386676	4.9538016	TCGA	Blood
ac8b8255-d058-4a35-9aa3-7b541e6ece12	6.5675464	7.771915	6.882298	TCGA	Lung
ac8c3f40-9514-4614-a21d-04b501e4bd84	0.43530264	-1.0021516	-0.15853003	TCGA	Blood
ac8e946f-0774-4798-876d-50300410a9c4	1.440913	3.471328	6.9797482	TCGA	Uterus
ac8f6ad3-b0df-48ed-972c-9654392f2eaa	5.6545067	5.8703976	6.174621	TCGA	Brain
ac96b7d2-b355-4fa1-9af0-383ce3279a02	0.28246137	11.772242	5.591924	TCGA	Uterus
ac98f8d2-fdc4-4925-8fce-7e86d7b89dec	-1.2052429	3.5625162	1.5175513	TCGA	Lung
ac9d6b6d-37e9-44ca-9f70-0e6351c39341	0.22167304	5.001506	7.807291	TCGA	Lung
aca10f71-bfa4-4759-8af7-4ea4bf5ef861	3.3434973	1.0810641	5.7247133	TCGA	Blood
aca54307-630b-400a-b03b-63b055d4c170	2.9498289	2.9684937	4.6315594	TCGA	Brain
aca55451-dd55-4351-b059-e6c73cd0ab61	2.691658	3.850696	6.716714	TCGA	Lymph Nodes
aca579b2-cee1-44ed-bc27-1c4bf76b2b7c	2.4511573	3.7188463	6.632966	TCGA	Uterus
aca6adb6-218e-44ec-b57d-20821732bbc3	0.007606151	11.676123	5.4913387	TCGA	Skin
aca82815-8903-410f-9488-23674e3e405b	1.4244825	3.0025742	6.648273	TCGA	Kidney
aca851bb-2d34-4e7d-9f29-32e22c4f4244	6.143488	7.7696958	7.96783	TCGA	Blood
aca8bace-37c5-4ec0-958c-13907ae97d1f	1.9247241	4.3134556	6.8060484	TCGA	Lung
acb15575-875b-467e-8517-fa1f618e0d05	5.5571585	5.879883	6.965166	TCGA	Large Intestine
acbcd29a-6f41-4d6d-be23-f10275838f08	-0.6926374	0.18723066	1.8574301	TCGA	Blood
acbf1568-66b7-4648-8445-6f38a85abe29	6.1465197	7.5558424	6.93967	TCGA	Kidney
acc0c3f2-af23-4b46-8f68-392c2c5d73d9	3.8284461	4.3277006	6.3710093	TCGA	Stomach
acc2a6ed-a959-4bd8-9981-c21dadf82a01	-0.63527286	0.16178793	2.0774598	TCGA	Blood
acc53772-3f05-4d89-9cb2-3784007f96f6	2.2336733	4.1690025	6.714072	TCGA	Bladder
acca2c96-d62c-4a08-ab70-bc7237306c8d	3.0553002	1.231348	5.5045333	TCGA	Blood
acd09846-c0a3-49e7-a43a-387dc982dc45	-1.743667	8.4283495	4.984381	TCGA	Blood
acd4c126-d740-4c6d-83b5-eb3369db6542	3.2938097	3.1984432	4.789871	TCGA	Brain
acd58350-f6e0-4db2-b4b4-1ba9351cc199	-0.22396383	-0.55182856	0.695153	TCGA	Blood
acdec32a-96c6-4dd3-85db-fac793382716	-0.34142238	-0.18028998	0.8882381	TCGA	Blood
ace1e7fa-7e2f-4bcc-a2cb-afb7f321ec1d	5.4158254	5.735215	6.3661485	TCGA	Kidney
ace2aada-dcf4-47cc-a0c1-2b706f2629ca	0.5304902	0.3438566	2.695816	TCGA	Blood
ace34ea0-ca5e-40b7-9b6a-47c85905aa43	-0.8451929	0.66043794	1.9334829	TCGA	Uterus
ace52699-f049-4a11-ab3d-ce3719c62e41	0.6699055	4.0639124	7.2643886	TCGA	Lung
ace5e022-7942-4654-9967-bdd2c013dfdf	4.736435	5.106431	7.1563435	TCGA	Large Intestine
ace836bc-291a-4ef2-afae-211233f63b93	0.24709903	0.17743953	2.1362355	TCGA	Blood
ace935b3-873a-4b70-9217-1212c669fdb3	3.0480216	3.0410247	4.75956	TCGA	Brain
acea4dda-8a7c-48f6-a440-7812177dd6f4	-0.7541793	7.8349705	4.9846163	TCGA	Blood
aceb1f0d-f9d8-4f61-9632-5f08c4d54c17	0.96233505	3.5631325	7.585033	TCGA	Uterus
acec3a68-1f44-4689-8547-18cfc1182303	4.272215	4.8210883	6.256461	TCGA	Ovary
acef72c0-8fb6-4be5-bb3a-715b9f8f167a	-0.89733595	0.26932997	1.8649447	TCGA	Blood
acf622b2-9d9f-45c4-992d-28165321a955	6.8730073	9.240769	6.8654857	TCGA	Kidney
acf8fce1-2afa-43b2-852e-a5bb5e21efb1	6.504058	10.376707	7.3314767	TCGA	Kidney
acfa0ea5-3345-4734-9917-d3acc10d1a15	2.3649385	4.268251	5.991339	TCGA	Breast
acfa8e4f-1010-4ec2-9afb-024afe25506d	-0.8831887	0.2606859	1.4875901	TCGA	Blood
acfd6431-046e-4920-9a87-d7922e5217b8	2.3003414	13.240672	7.2296195	TCGA	Blood
acfdbc5a-2302-4781-b20a-314dfecadb3e	6.771401	8.34868	7.064598	TCGA	Kidney
acff14c9-e817-4afa-bd3b-1168a0ba5933	5.5164843	11.631436	8.024276	TCGA	Blood
ad005039-7887-4ee8-a448-c9bed419f0d6	6.9246955	3.196965	7.750854	TCGA	Thyroid
ad03710d-45d9-45ba-b3eb-de7698da11c4	-1.5625505	2.2814734	-1.220211	TCGA	Blood
