Samples	axisX	axisY	axisZ	DB	Tissue
GSM3663889	0.05328701	8.136426	-0.7706404	GEO	Liver
GSM3663890	0.054093752	8.136017	-0.77043974	GEO	Liver
GSM3663891	0.051396355	8.135456	-0.7703706	GEO	Liver
GSM3663892	0.06115692	8.137206	-0.7705142	GEO	Liver
GSM3663893	0.050615735	8.135256	-0.77026385	GEO	Liver
GSM3663894	-6.685679	3.131713	7.1647186	GEO	Liver
GSM3663895	-6.685518	3.1316519	7.164745	GEO	Liver
GSM3663896	-6.6856465	3.1317573	7.1646023	GEO	Liver
GSM3663897	-6.6855655	3.131671	7.1646905	GEO	Liver
GSM3663898	-6.685792	3.1318846	7.1644354	GEO	Liver
GSM3663899	-6.685569	3.1316931	7.1647096	GEO	Liver
GSM3663900	-6.685529	3.1317003	7.1647468	GEO	Liver
GSM3663901	-6.685593	3.1317246	7.16469	GEO	Liver
GSM3663902	-6.68555	3.1317275	7.164702	GEO	Liver
GSM3663903	4.850373	-5.864409	2.4443846	GEO	Liver
GSM3663904	8.742821	11.633912	10.506688	GEO	Liver
GSM3663906	8.742906	11.633994	10.506855	GEO	Liver
GSM3663907	8.742986	11.633899	10.506729	GEO	Liver
GSM3663908	8.743138	11.6326685	10.505597	GEO	Liver
GSM3663909	8.742757	11.633997	10.50669	GEO	Liver
GSM3663910	8.743994	11.631802	10.506062	GEO	Liver
GSM3663911	8.743034	11.634066	10.507039	GEO	Liver
GSM3663912	8.742875	11.633695	10.506694	GEO	Liver
GSM3663913	8.742828	11.63385	10.506683	GEO	Liver
GSM3663914	0.92191297	9.1751175	-5.3224726	GEO	Liver
GSM3663915	0.9223295	9.175583	-5.322403	GEO	Liver
GSM3663916	0.92251074	9.1751795	-5.3223543	GEO	Liver
GSM3663917	0.92268825	9.174555	-5.3223066	GEO	Liver
GSM3663918	0.9224236	9.175509	-5.3223486	GEO	Liver
GSM3663919	0.9225001	9.175167	-5.322382	GEO	Liver
GSM3663920	0.92234653	9.175398	-5.3223357	GEO	Liver
GSM3663921	0.9225705	9.1749525	-5.3222356	GEO	Liver
GSM3663922	0.9229949	9.173114	-5.3219624	GEO	Liver
GSM3663923	0.9222796	9.175432	-5.32225	GEO	Liver
GSM3663924	0.78748065	-3.49913	11.19216	GEO	Liver
GSM3663925	0.7873763	-3.4993713	11.192328	GEO	Liver
GSM3663926	0.7874064	-3.4992409	11.19233	GEO	Liver
GSM3663927	0.78744376	-3.4992807	11.192313	GEO	Liver
GSM3663928	0.78744894	-3.499231	11.192294	GEO	Liver
GSM3663929	0.78742	-3.499253	11.192337	GEO	Liver
GSM3663930	0.7874432	-3.4992068	11.192252	GEO	Liver
GSM3663931	0.78748125	-3.4992054	11.192286	GEO	Liver
GSM3663932	0.78747284	-3.4991932	11.192262	GEO	Liver
GSM3663933	-0.41331708	11.712044	-4.0051346	GEO	Liver
GSM3663934	-0.41321352	11.711923	-4.005336	GEO	Liver
GSM3663935	-0.41325685	11.711993	-4.005191	GEO	Liver
GSM3663936	-0.413243	11.712009	-4.0051894	GEO	Liver
GSM3663937	-0.4132624	11.712013	-4.005236	GEO	Liver
GSM3663938	-0.41320062	11.711922	-4.005161	GEO	Liver
GSM3663939	-0.4132259	11.711914	-4.0051355	GEO	Liver
GSM3663940	-0.413207	11.711932	-4.0051494	GEO	Liver
GSM3663941	-0.41321942	11.71195	-4.0051637	GEO	Liver
GSM3663942	4.8807387	3.8050385	-6.490451	GEO	Liver
GSM3663943	4.8799844	3.808567	-6.486051	GEO	Liver
GSM3663944	4.880642	3.8078406	-6.486651	GEO	Liver
GSM3663945	4.8800178	3.8064425	-6.4886274	GEO	Liver
GSM3663946	4.880333	3.8069663	-6.487685	GEO	Liver
GSM3663947	4.8805585	3.8068671	-6.4876857	GEO	Liver
GSM3663948	4.880387	3.8065488	-6.488419	GEO	Liver
GSM3663949	4.8803782	3.8070173	-6.4875965	GEO	Liver
GSM3663950	4.880314	3.8072443	-6.487313	GEO	Liver
GSM3663951	15.173244	9.27976	3.5483391	GEO	Liver
GSM3663952	15.175373	9.279941	3.5493135	GEO	Liver
GSM3663953	15.175274	9.279929	3.5492327	GEO	Liver
GSM3663954	15.175354	9.279868	3.5493364	GEO	Liver
GSM3663955	15.175327	9.279959	3.5493317	GEO	Liver
GSM3663956	15.175356	9.279921	3.549298	GEO	Liver
GSM3663957	15.175273	9.279905	3.5492842	GEO	Liver
GSM3663958	15.175258	9.279874	3.5493274	GEO	Liver
GSM3663959	15.175357	9.279864	3.5492203	GEO	Liver
GSM3663960	-3.3149297	6.0889864	-4.548411	GEO	Liver
GSM3663961	-3.3151054	6.0890026	-4.548734	GEO	Liver
GSM3663962	-3.3150775	6.088977	-4.548592	GEO	Liver
GSM3663963	-3.315085	6.088984	-4.5486584	GEO	Liver
GSM3663964	-3.3151417	6.089012	-4.5487022	GEO	Liver
GSM3663965	-3.3150494	6.0889735	-4.5485563	GEO	Liver
GSM3663966	-3.315095	6.088989	-4.5485916	GEO	Liver
GSM3663967	-3.3150237	6.0889564	-4.548505	GEO	Liver
GSM3663968	-3.3150837	6.0889854	-4.5485716	GEO	Liver
GSM3663969	-3.3150215	6.088976	-4.5485187	GEO	Liver
GSM3663970	14.62873	6.4824038	7.9192786	GEO	Liver
GSM3663971	14.62683	6.479768	7.9177113	GEO	Liver
GSM3663972	14.630178	6.4829497	7.918211	GEO	Liver
GSM3663973	14.62874	6.4823184	7.919312	GEO	Liver
GSM3663974	14.628817	6.4824076	7.919302	GEO	Liver
GSM3663975	14.628485	6.4824257	7.919293	GEO	Liver
GSM3663976	14.628718	6.4824557	7.9192567	GEO	Liver
GSM3663977	14.628724	6.482369	7.9192967	GEO	Liver
GSM3663978	14.628684	6.48235	7.9192085	GEO	Liver
GSM3663979	3.3439336	9.125412	-2.0532615	GEO	Liver
GSM3663980	3.463679	-5.376125	0.45566997	GEO	Liver
GSM3663981	3.463673	-5.376329	0.45566744	GEO	Liver
GSM3663982	3.4636745	-5.376119	0.45570794	GEO	Liver
GSM3663983	3.463533	-5.376305	0.45578495	GEO	Liver
GSM3663984	3.463683	-5.376115	0.4556865	GEO	Liver
GSM3663985	3.4636538	-5.375985	0.45576125	GEO	Liver
GSM3663986	3.4636724	-5.3760834	0.45568472	GEO	Liver
GSM3663987	3.4636889	-5.3760896	0.45570108	GEO	Liver
GSM3663988	3.4636226	-5.375999	0.45574185	GEO	Liver
GSM3663989	7.794681	10.702337	-0.7641333	GEO	Liver
GSM3663990	7.377611	10.506341	-0.77337056	GEO	Liver
GSM3663991	7.436072	10.531859	-0.7725616	GEO	Liver
GSM3663992	7.387225	10.50672	-0.7759904	GEO	Liver
GSM3663993	7.3893895	10.50874	-0.7759669	GEO	Liver
GSM3663994	7.3919954	10.5103655	-0.77581805	GEO	Liver
GSM3663995	7.3916073	10.510987	-0.7759447	GEO	Liver
GSM3663996	7.425038	10.528308	-0.7728206	GEO	Liver
GSM3663997	7.466301	10.560719	-0.7750281	GEO	Liver
GSM3663998	7.393952	10.5110235	-0.77533954	GEO	Liver
GSM3663999	7.757306	10.681679	-0.74879676	GEO	Liver
GSM3664000	7.763223	10.685593	-0.7474025	GEO	Liver
GSM3664001	3.3466399	9.125283	-2.0518632	GEO	Liver
GSM3664002	3.3455842	9.125381	-2.0527797	GEO	Liver
GSM3664003	3.3451917	9.125358	-2.052983	GEO	Liver
GSM3664004	3.35149	9.126989	-2.0502117	GEO	Liver
GSM3664005	3.347178	9.125593	-2.0522738	GEO	Liver
GSM3664006	3.3489594	9.123854	-2.0515342	GEO	Liver
GSM3664007	3.3460565	9.125503	-2.0526512	GEO	Liver
GSM3664008	3.3473287	9.124769	-2.0522304	GEO	Liver
GSM3664009	3.3510268	9.124376	-2.0514255	GEO	Liver
GSM3664010	-3.1137292	-2.3099904	8.839861	GEO	Liver
GSM3664011	-3.11372	-2.3099918	8.839853	GEO	Liver
GSM3664012	-3.1136544	-2.3099043	8.839809	GEO	Liver
GSM3664013	-3.1136327	-2.3099232	8.839788	GEO	Liver
GSM3664014	-3.1136463	-2.3099067	8.8398	GEO	Liver
GSM3664015	-3.1136808	-2.3099551	8.839818	GEO	Liver
GSM3664016	-3.1136746	-2.3099415	8.83981	GEO	Liver
GSM3664017	-3.11368	-2.3099375	8.839836	GEO	Liver
GSM3664018	-3.1136575	-2.3099294	8.8398075	GEO	Liver
GSM3664019	1.8497835	-5.34551	8.474564	GEO	Liver
GSM3664020	1.8495532	-5.345706	8.474328	GEO	Liver
GSM3664021	1.8496548	-5.345718	8.474404	GEO	Liver
GSM3664022	1.8494233	-5.3457065	8.474255	GEO	Liver
GSM3664023	1.8490139	-5.3466406	8.473175	GEO	Liver
GSM3664024	1.8499107	-5.345069	8.474822	GEO	Liver
GSM3664025	1.8496828	-5.3456016	8.474443	GEO	Liver
GSM3664026	1.8488787	-5.3462663	8.473691	GEO	Liver
GSM3664027	1.8496876	-5.3455577	8.474423	GEO	Liver
GSM3664028	1.8557194	-5.340299	8.480483	GEO	Liver
GSM3664029	-5.7969136	-0.58005995	4.324167	GEO	Liver
GSM3664030	-5.797687	-0.5801581	4.3242283	GEO	Liver
GSM3664031	-5.7973323	-0.580139	4.3241396	GEO	Liver
GSM3664032	-5.7975636	-0.58019054	4.3242307	GEO	Liver
GSM3664033	-5.7975283	-0.5802157	4.32421	GEO	Liver
GSM3664034	-5.7975764	-0.5801554	4.324189	GEO	Liver
GSM3664035	-5.797423	-0.58009046	4.324171	GEO	Liver
GSM3664036	-5.797466	-0.5801103	4.324162	GEO	Liver
GSM3664037	-5.7972436	-0.5800998	4.324221	GEO	Liver
GSM3664038	1.8837408	-5.315556	8.508944	GEO	Liver
GSM3664039	10.816739	-4.7981324	4.347083	GEO	Liver
GSM3664040	10.81668	-4.798341	4.3472266	GEO	Liver
GSM3664041	10.816729	-4.7982044	4.347095	GEO	Liver
GSM3664042	10.816741	-4.7982545	4.347052	GEO	Liver
GSM3664043	10.816685	-4.7981243	4.3471026	GEO	Liver
GSM3664044	10.816696	-4.7982497	4.3470616	GEO	Liver
GSM3664045	10.816701	-4.7981725	4.3471003	GEO	Liver
GSM3664046	10.816691	-4.7981834	4.347082	GEO	Liver
GSM3664047	10.816724	-4.7981224	4.3470693	GEO	Liver
GSM3664048	7.6216803	6.46695	-6.428198	GEO	Liver
GSM3664049	7.626463	6.4630632	-6.4480443	GEO	Liver
GSM3664050	7.6261683	6.4632497	-6.4467587	GEO	Liver
GSM3664051	7.626631	6.4631577	-6.447967	GEO	Liver
GSM3664052	7.626452	6.463145	-6.447618	GEO	Liver
GSM3664053	7.6264815	6.463153	-6.4476438	GEO	Liver
GSM3664054	7.6263103	6.4631467	-6.448248	GEO	Liver
GSM3664055	7.6263914	6.463147	-6.447515	GEO	Liver
GSM3664056	7.626317	6.462939	-6.448023	GEO	Liver
GSM3664057	12.369275	5.0335155	3.9409118	GEO	Liver
GSM3664058	-2.569599	11.852339	-1.9368248	GEO	Liver
GSM3664059	-2.5695407	11.852296	-1.9368497	GEO	Liver
GSM3664060	-2.5699766	11.8522835	-1.9373478	GEO	Liver
GSM3664061	-2.569533	11.85235	-1.9368794	GEO	Liver
GSM3664062	-2.5694938	11.852302	-1.9368374	GEO	Liver
GSM3664063	-2.5695114	11.85233	-1.9368544	GEO	Liver
GSM3664064	-2.5695028	11.852295	-1.9368366	GEO	Liver
GSM3664065	-2.5694883	11.852289	-1.9368243	GEO	Liver
GSM3664066	7.004716	-6.2696524	3.9943964	GEO	Liver
GSM3664067	-6.436622	4.1318088	1.1118094	GEO	Liver
GSM3664068	-6.4366713	4.131777	1.1118181	GEO	Liver
GSM3664069	-6.4361954	4.1317554	1.1118139	GEO	Liver
GSM3664070	-6.436694	4.131899	1.1117971	GEO	Liver
GSM3664071	-6.436306	4.1317472	1.1118405	GEO	Liver
GSM3664072	-6.4364624	4.131758	1.1117858	GEO	Liver
GSM3664073	-6.4362583	4.131859	1.1118277	GEO	Liver
GSM3664074	-6.4366207	4.131916	1.1118809	GEO	Liver
GSM3664075	-6.436463	4.1318526	1.1118469	GEO	Liver
GSM3664076	-6.4363575	4.131969	1.1119177	GEO	Liver
GSM3664077	-6.436318	4.131937	1.1119164	GEO	Liver
GSM3664078	11.898052	0.03486959	-1.7856469	GEO	Liver
GSM3664079	11.899086	0.033734743	-1.7848345	GEO	Liver
GSM3664080	11.897739	0.03498821	-1.7854779	GEO	Liver
GSM3664081	11.898911	0.033962034	-1.7847782	GEO	Liver
GSM3664082	11.897325	0.035657212	-1.785957	GEO	Liver
GSM3664083	11.898617	0.03424722	-1.7851012	GEO	Liver
GSM3664084	11.896723	0.03609871	-1.7863925	GEO	Liver
GSM3664085	11.898238	0.034690753	-1.7854319	GEO	Liver
GSM3664086	11.898021	0.03484555	-1.7855228	GEO	Liver
GSM3664087	11.886892	0.04440016	-1.7899259	GEO	Liver
GSM3664088	-0.57180303	2.4587824	14.525487	GEO	Liver
GSM3664089	-0.5717681	2.4588006	14.5253935	GEO	Liver
GSM3664090	-0.57186	2.4587452	14.525587	GEO	Liver
GSM3664091	-0.5717659	2.4588115	14.525415	GEO	Liver
GSM3664092	-0.57182944	2.4587607	14.525541	GEO	Liver
GSM3664093	-0.57181287	2.4587822	14.525504	GEO	Liver
GSM3664094	-0.57183015	2.4587739	14.525544	GEO	Liver
GSM3664095	-0.57178444	2.4588072	14.525392	GEO	Liver
GSM3664096	-0.5718001	2.458781	14.525454	GEO	Liver
GSM3664097	7.819837	10.708968	-0.7583459	GEO	Liver
GSM3664098	7.8356366	10.718186	-0.7546992	GEO	Liver
GSM3664099	-1.7795287	3.232417	13.207629	GEO	Liver
GSM3664100	-1.7794769	3.232403	13.207604	GEO	Liver
GSM3664101	-1.7795569	3.2324302	13.207706	GEO	Liver
GSM3664102	-1.7795209	3.2324815	13.207623	GEO	Liver
GSM3664103	-1.7795677	3.2324023	13.207679	GEO	Liver
GSM3664104	-1.7794863	3.2324297	13.207626	GEO	Liver
GSM3664105	-1.7794017	3.2324204	13.207507	GEO	Liver
GSM3664106	-1.7793815	3.2324328	13.207473	GEO	Liver
GSM3664107	-1.7793976	3.2324235	13.207494	GEO	Liver
GSM3664108	6.3670406	16.063086	9.618454	GEO	Liver
GSM3664109	6.367255	16.063234	9.618105	GEO	Liver
GSM3664110	6.367259	16.063343	9.618285	GEO	Liver
GSM3664111	6.3670273	16.06327	9.618453	GEO	Liver
GSM3664112	6.367619	16.063238	9.617648	GEO	Liver
GSM3664113	6.367224	16.063238	9.618319	GEO	Liver
GSM3664114	6.3672547	16.063293	9.618308	GEO	Liver
GSM3664115	6.367131	16.06316	9.618306	GEO	Liver
GSM3664116	6.3672123	16.06321	9.618236	GEO	Liver
GSM3664117	11.589151	-4.1914763	7.819814	GEO	Liver
GSM3664118	11.589136	-4.191456	7.819775	GEO	Liver
GSM3664119	11.589269	-4.191669	7.8198013	GEO	Liver
GSM3664120	11.589131	-4.1915007	7.8197465	GEO	Liver
GSM3664121	11.589133	-4.191429	7.8197894	GEO	Liver
GSM3664122	11.589163	-4.1914806	7.819777	GEO	Liver
GSM3664123	11.589129	-4.1914253	7.819788	GEO	Liver
GSM3664124	11.589098	-4.1914105	7.8197556	GEO	Liver
GSM3664125	11.589058	-4.191384	7.819746	GEO	Liver
GSM3664126	3.026695	1.9493951	4.5502224	GEO	Liver
GSM3684013	3.010514	1.9462845	4.569382	GEO	Blood
GSM3684014	3.000422	1.9474264	4.5665636	GEO	Blood
GSM3684015	3.0090365	1.9457461	4.5719285	GEO	Blood
GSM3684016	3.0210314	1.9417855	4.5530233	GEO	Blood
GSM3684017	3.0173504	1.9435062	4.570286	GEO	Blood
GSM3684018	3.0006976	1.9463278	4.5781984	GEO	Blood
GSM3684019	3.0071037	1.9482281	4.573	GEO	Blood
GSM3684020	1.6287526	0.7926125	3.5990467	GEO	Blood
GSM3684021	1.6014265	0.7779844	3.6035688	GEO	Blood
GSM3684022	1.6355748	0.798409	3.6094594	GEO	Blood
GSM3684023	1.6197929	0.78682446	3.5891366	GEO	Blood
GSM3684024	1.6389067	0.7988139	3.5989575	GEO	Blood
GSM3684025	1.6667345	0.8158954	3.6258276	GEO	Blood
GSM3684026	0.68974036	1.674454	2.7260642	GEO	Blood
GSM3732959	0.6779477	1.6476045	2.7133267	GEO	Brain
GSM3732960	0.67402095	1.6723791	2.7134314	GEO	Brain
GSM3732961	0.747703	1.6494296	2.7677214	GEO	Brain
GSM3732962	0.69990844	1.6661924	2.7310114	GEO	Brain
GSM3732963	0.67589426	1.6675463	2.7121983	GEO	Brain
GSM3732964	0.7020281	1.6184781	2.7352393	GEO	Brain
GSM3732965	0.71440923	1.6631966	2.742428	GEO	Brain
GSM3732966	0.9945156	1.5519323	2.9489934	GEO	Brain
GSM3732967	0.76460004	1.6819637	2.777412	GEO	Brain
GSM3732968	0.7859988	1.6143924	2.798219	GEO	Brain
GSM3732969	0.7826275	1.6619436	2.794513	GEO	Brain
GSM3732970	0.66162753	1.7038199	2.6985047	GEO	Brain
GSM3732971	0.8113772	1.6334935	2.8134542	GEO	Brain
GSM3732972	0.6997612	1.6669502	2.730134	GEO	Brain
GSM3732973	0.98239964	1.5533401	2.9393687	GEO	Brain
GSM3732974	5.204971	3.4112723	5.0305195	GEO	Brain
GSM3732975	0.73286265	1.6554117	2.7565446	GEO	Brain
GSM3732976	0.68799573	1.6747153	2.7243867	GEO	Brain
GSM3732977	-0.44378632	1.7830364	2.384664	GEO	Brain
GSM3733257	-0.83444655	2.0464075	2.2674358	GEO	Lung
GSM3733258	9.2191515	3.688409	5.107749	GEO	Lung
GSM3733259	6.9133005	5.2169294	-2.2222233	GEO	Lung
GSM3733260	9.113139	3.7662728	5.015482	GEO	Lung
GSM3733261	-0.08442113	1.4783692	2.4728804	GEO	Lung
GSM3733262	-0.66625345	1.9911864	2.3374832	GEO	Lung
GSM3733263	-0.7381677	2.0266864	2.305215	GEO	Lung
GSM3733264	0.44275957	12.514132	7.5065784	GEO	Lung
GSM3733265	-0.75502133	2.0260618	2.3037534	GEO	Lung
GSM3733266	0.6721379	4.008341	7.0930505	GEO	Lung
GSM3733267	-0.55289555	1.8825942	2.3986526	GEO	Lung
GSM3733268	13.083356	-1.4913647	1.7487981	GEO	Lung
GSM3734078	13.083165	-1.4905329	1.747463	GEO	Liver
GSM3734079	10.430823	2.3224077	7.513466	GEO	Liver
GSM3734080	10.718705	0.07665339	4.488365	GEO	Liver
GSM3734081	10.711964	0.07847982	4.5125985	GEO	Liver
GSM3734082	10.703543	0.08930608	4.4819603	GEO	Liver
GSM3734083	10.388239	0.4215471	5.3491163	GEO	Liver
GSM3734084	9.972695	3.701791	5.3730435	GEO	Liver
GSM3752551	9.982497	3.6868813	5.406724	GEO	Lung
GSM3752552	2.2573915	0.98401695	3.8147056	GEO	Lung
GSM3752554	9.902508	3.6504226	5.3702736	GEO	Lung
GSM3752557	3.0277953	1.8840171	5.251058	GEO	Lung
GSM3755002	2.9750593	2.0239356	5.274318	GEO	Blood
GSM3755004	5.390037	-1.2981781	-1.0186707	GEO	Blood
GSM3755006	5.2572317	-0.97585666	-1.127019	GEO	Blood
GSM3755008	-1.579526	-4.593059	7.673592	GEO	Blood
GSM3763163	-1.5706092	-4.585338	7.6646714	GEO	Blood
GSM3763164	-1.5642478	-4.5791793	7.6583543	GEO	Blood
GSM3763165	-1.5878084	-4.5984063	7.681857	GEO	Blood
GSM3763166	-1.5841371	-4.595376	7.678177	GEO	Blood
GSM3763167	-1.5770931	-4.591448	7.671191	GEO	Blood
GSM3763168	-1.5857304	-4.598098	7.679781	GEO	Blood
GSM3763169	-1.5880308	-4.59945	7.682099	GEO	Blood
GSM3763170	-1.5840746	-4.5953965	7.6781855	GEO	Blood
GSM3763171	-1.5883245	-4.5988536	7.682479	GEO	Blood
GSM3763172	-1.5813096	-4.593721	7.6753783	GEO	Blood
GSM3763173	-1.5790664	-4.592599	7.673156	GEO	Blood
GSM3763174	-1.5846577	-4.5956764	7.678774	GEO	Blood
GSM3763175	-1.585233	-4.5974317	7.679114	GEO	Blood
GSM3763176	-1.5790024	-4.5924606	7.673055	GEO	Blood
GSM3763177	-1.5822413	-4.5958853	7.6763773	GEO	Blood
GSM3763178	-1.5882945	-4.599548	7.6823936	GEO	Blood
GSM3763179	-1.5869849	-4.5984063	7.6810403	GEO	Blood
GSM3763180	-1.5906177	-4.60065	7.6847816	GEO	Blood
GSM3763181	-1.5891101	-4.599641	7.683286	GEO	Blood
GSM3763182	-1.5885885	-4.5987906	7.6826854	GEO	Blood
GSM3763183	-1.5869699	-4.597694	7.6809754	GEO	Blood
GSM3763184	-1.5771277	-4.5918226	7.6711435	GEO	Blood
GSM3763185	-1.5777866	-4.592049	7.6718235	GEO	Blood
GSM3763186	-1.5875506	-4.598231	7.681633	GEO	Blood
GSM3763187	-1.5829924	-4.5947328	7.677017	GEO	Blood
GSM3763188	-1.5874594	-4.597952	7.6815467	GEO	Blood
GSM3763189	-1.5881978	-4.6001515	7.682334	GEO	Blood
GSM3763190	-1.5843713	-4.5957003	7.6784086	GEO	Blood
GSM3763191	-1.5870023	-4.5976114	7.6810045	GEO	Blood
GSM3763192	-1.5880678	-4.5983615	7.6821294	GEO	Blood
GSM3763193	-1.5892476	-4.5997853	7.683402	GEO	Blood
GSM3763194	-1.5871489	-4.59888	7.6812496	GEO	Blood
GSM3763195	-1.5733765	-4.5871305	7.6673083	GEO	Blood
GSM3763196	-1.5632719	-4.577285	7.657462	GEO	Blood
GSM3763197	-1.5769697	-4.590862	7.6710057	GEO	Blood
GSM3763198	-1.5767883	-4.5911245	7.6708097	GEO	Blood
GSM3763199	-1.5797256	-4.593574	7.6738987	GEO	Blood
GSM3763200	-1.5766937	-4.5905457	7.670776	GEO	Blood
GSM3763201	-1.5738163	-4.5886674	7.6678557	GEO	Blood
GSM3763202	-1.5714054	-4.5865583	7.665455	GEO	Blood
GSM3763203	-1.574066	-4.5887046	7.668119	GEO	Blood
GSM3763204	-1.5760646	-4.5895276	7.670107	GEO	Blood
GSM3763205	-1.5849006	-4.5960155	7.6789775	GEO	Blood
GSM3763206	-1.5843439	-4.595647	7.6782694	GEO	Blood
GSM3763207	9.776652	4.1061287	5.433767	GEO	Blood
GSM3830064	9.721326	4.039168	5.378229	GEO	Lung
GSM3830065	9.72309	4.0414543	5.3934956	GEO	Lung
GSM3830066	9.740161	4.045176	5.391482	GEO	Lung
GSM3830067	9.698148	4.2808304	5.333651	GEO	Lung
GSM3830068	9.683253	4.2945385	5.3286686	GEO	Lung
GSM3830069	9.668881	4.28904	5.308123	GEO	Lung
GSM3830070	9.676512	4.300407	5.31572	GEO	Lung
GSM3830071	6.401801	0.7839369	-1.0619982	GEO	Lung
GSM3840008	-0.6074843	5.66881	8.101518	GEO	Skin
GSM3891623	11.837463	9.520846	4.8817153	GEO	Lung
GSM3891625	10.815626	8.51038	4.3772993	GEO	Lung
GSM3891626	10.825262	8.525212	4.388317	GEO	Lung
GSM3891627	10.838356	8.525412	4.3718295	GEO	Lung
GSM3891629	10.81033	8.515251	4.375872	GEO	Lung
GSM3891630	10.818636	8.520191	4.3813486	GEO	Lung
GSM3891631	10.816039	8.515278	4.3762884	GEO	Lung
GSM3891632	10.832527	8.52483	4.3769894	GEO	Lung
GSM3891633	10.813369	8.51366	4.373948	GEO	Lung
GSM3891634	11.844092	9.522202	4.875803	GEO	Lung
GSM3891635	5.5139008	-2.256035	-0.07672382	GEO	Lung
GSM3893593	5.5172925	-2.251811	-0.079664975	GEO	Blood
GSM3893594	5.514397	-2.2474418	-0.069937326	GEO	Blood
GSM3893595	5.5078626	-2.2540522	-0.04832639	GEO	Blood
GSM3893596	5.511116	-2.2574112	-0.024539424	GEO	Blood
GSM3893597	5.5116124	-2.2480214	-0.055326473	GEO	Blood
GSM3893598	5.5122633	-2.2369628	-0.045518745	GEO	Blood
GSM3893599	5.512734	-2.2278416	-0.034235302	GEO	Blood
GSM3893600	5.512109	-2.2362576	-0.045470286	GEO	Blood
GSM3893601	12.064108	9.097181	4.215515	GEO	Blood
GSM3907330	12.064079	9.095308	4.209789	GEO	Blood
GSM3907331	12.0648775	9.106034	4.226448	GEO	Blood
GSM3907334	12.065984	9.103816	4.2226605	GEO	Spleen
GSM3907335	12.06456	9.116627	4.238801	GEO	Spleen
GSM3907336	12.064511	9.115738	4.238461	GEO	Lung
GSM3907337	12.082304	9.077766	4.1892166	GEO	Lung
GSM3907340	12.059035	9.10725	4.2316966	GEO	Blood
GSM3907341	12.064814	9.108976	4.2288404	GEO	Blood
GSM3907344	12.0663	9.105367	4.224397	GEO	Spleen
GSM3907345	12.060361	9.114939	4.240992	GEO	Spleen
GSM3907346	12.059499	9.116443	4.2441683	GEO	Lung
GSM3907347	4.6912274	1.1467042	-1.9864712	GEO	Lung
GSM3907350	4.8978877	0.76519275	-1.776906	GEO	Blood
GSM3907351	12.064478	9.101344	4.2223525	GEO	Blood
GSM3907352	12.060965	9.105586	4.22995	GEO	Spleen
GSM3907353	12.063895	9.111972	4.23495	GEO	Spleen
GSM3907358	12.05761	9.133531	4.26697	GEO	Lung
GSM3907359	5.848496	3.313932	4.823558	GEO	Lung
GSM3937044	5.86653	3.3238807	4.7986465	GEO	Large Intestine
GSM3937045	8.7657995	3.4595366	4.9019084	GEO	Large Intestine
GSM3937046	9.014286	3.5396492	4.901166	GEO	Large Intestine
GSM3937047	0.9430496	-3.853665	-2.467547	GEO	Large Intestine
GSM3960735	0.94339544	-3.8545737	-2.4650557	GEO	Liver
GSM3960736	0.9427298	-3.853747	-2.4669263	GEO	Liver
GSM3960737	0.9419549	-3.8540757	-2.4665668	GEO	Liver
GSM3960738	0.94295156	-3.8536353	-2.4670424	GEO	Liver
GSM3960739	0.93700856	-3.8562715	-2.4612257	GEO	Liver
GSM3960740	0.9370824	-3.8563683	-2.4614012	GEO	Liver
GSM3960741	0.94045466	-3.8545709	-2.4646804	GEO	Liver
GSM3960742	0.9369436	-3.8563495	-2.4612052	GEO	Liver
GSM3960743	0.936734	-3.856418	-2.460931	GEO	Liver
GSM3960744	0.9361966	-3.8567817	-2.4604807	GEO	Liver
GSM3960745	0.9363398	-3.8565712	-2.4605887	GEO	Liver
GSM3960746	0.93612516	-3.8567348	-2.4604058	GEO	Liver
GSM3960747	0.9360353	-3.8568046	-2.4604056	GEO	Liver
GSM3960748	0.9362182	-3.8566606	-2.4604583	GEO	Liver
GSM3960749	4.5547295	-5.7218666	7.8281946	GEO	Liver
GSM3960750	4.5544195	-5.7218666	7.8280735	GEO	Liver
GSM3960751	4.554478	-5.7218094	7.828122	GEO	Liver
GSM3960752	4.554338	-5.721535	7.828009	GEO	Liver
GSM3960753	4.554759	-5.7218466	7.828044	GEO	Liver
GSM3960754	4.554475	-5.7216077	7.828036	GEO	Liver
GSM3960755	4.554554	-5.7217093	7.8280582	GEO	Liver
GSM3960756	4.554504	-5.7216263	7.8280454	GEO	Liver
GSM3960757	4.554355	-5.7214193	7.8279653	GEO	Liver
GSM3960758	4.554447	-5.721464	7.827983	GEO	Liver
GSM3960759	4.5538235	-5.720659	7.8277216	GEO	Liver
GSM3960760	4.553803	-5.7206316	7.8276834	GEO	Liver
GSM3960762	4.5539203	-5.720834	7.8277836	GEO	Liver
GSM3960763	4.5537705	-5.72051	7.82767	GEO	Liver
GSM3960764	9.852642	3.276509	5.084273	GEO	Liver
GSM3960765	9.856299	3.27628	5.080195	GEO	Kidney
GSM3960766	9.841214	3.2751281	5.0771575	GEO	Kidney
GSM3960767	9.810223	3.2114854	5.034246	GEO	Kidney
GSM3960768	9.84712	3.2608464	5.079166	GEO	Kidney
GSM3960769	9.833178	3.2715926	5.0848713	GEO	Kidney
